,Unnamed: 0,tweets_VBG,Notes,FP,Observe mosquito,Mosquito Bite,Observe spraying,General spraying observation,Spraying for self,Spraying for someone else,Other kind of intervention,Environmental consequences,Conspiracies,id
0,7602,Protect yourself from Zika! Wear protective clothing &amp; use approved repellents when outside. #Zika #ProtectYourself https://t.co/hqgiNmK6uo,,,,,,,,,,,,761595963458875392
1,2782,Protect yourself from Zika by growing natural mosquito repellent https://t.co/HTlaRlWGLi,,,,,,,,,,,,729939847478190084
2,4423,"Relay the facts about #Zika prevention; share &amp; tag a friend. Wear insect repellent &amp; long sleeves/pants, and use condoms. #ZikaFactRelay",,,,,,,,,,,,766783402359992321
3,10629,Coming up at 6: What steps is Bell County taking to protect the area from viruses like Zika... https://t.co/KdufPr2Nzc,,,,,,,,,,,,756257825957879809
4,4111,Call the Commander #zika #protect #yeahTHATgreenville https://t.co/MiP6pEkpTa,,,,,,,,,,,,722354665854210048
5,8671,Suspending a chicken over your bed could protect against Zika virus and malaria https://t.co/cinA6oojHj #ZikaVirus,,,,,,,,,,,,757094882406240256
6,10323,Do you know how to protect yourself from the #Zika virus? You may want to look at your options. https://t.co/HjI8G1idxA,,,,,,,,,,,,698616517265596417
7,8718,"Be careful Miami, Zika. Long sleeves, no standing water, repellent, some measures... https://t.co/kq4lssR5XC",,,,,,,,,,,,759378916305842176
8,2377,Being bitten by a blood filled mosquito is like having unprotected sex #ZikaVirus,,1.0,,,,,,,,,,774990508389179392
9,8825,Learn about the best ways to spray for #Zika #Mosquitoes while still protecting bees and pollinators #BeeAware https://t.co/DCSn9Pd5Qo,,,,,,,,,,,,786930191616643072
10,1490,Spraying and its aftermat...how can we protect against the Zika virus and keep bees alive too? https://t.co/xl1mi9luRz,,,,,,,,,,,,771757780990562304
11,7849,Preparing for a Zika summer? Don't forget to bring us bug spray!!!! https://t.co/6oGJSjvPX6,,,,,,,,,,,,713062149749358592
12,10847,Staying Safe from Zika Virus in Costa Rica: New article posted today! Read the full article &amp; protect yourself.... https://t.co/Icp9BmG57f,,,,,,,,,,,,695672566514634752
13,6898,Using repellent to fight the mosquitos that carry the Zika virus. Which work best?Watch  Consumer Reports #nbc7 @ 4:45pm,,,,,,,,,,,,707357036812627968
14,4629,Warning...mosquitos that transmit Zika is now in our neck of the woods. Be proactive and protect yourselves as... https://t.co/1xBYGpnNt1,,,,,,,,,,,,768559448625287168
15,223,Learn about microcephaly and how you can protect yourself against #Zika during #pregnancy on the Pregnancy Podcast! https://t.co/I1Tb2uKdvv,,,,,,,,,,,,789542071002628096
16,6924,See our website or see you on Sunday at tamborine mountains markets with amazing Zika repelling… https://t.co/NPMrurqAlX,,,,,,,,,,,,707518405260222464
17,1358,POTUS the WALL will not protect Americans from mosquitos. Could it detour even 1 individual infected with ZIKA?,,1.0,,,,,,,,,,732217855211622400
18,5640,Fighting Zika - Mosquito repellent is now available as a Medicaid benefit! https://t.co/97OeyPNaHP,,,,,,,,,,,,765566648623390721
19,5309,"“The focus is clear, put women at the center of the response and protect them and their children from Zika virus' https://t.co/GRwGZp52oY",,,,,,,,,,,,745657757391536132
20,6486,Learn about the Zika virus and ways to protect you and your family. https://t.co/0hpJAZE7uB,,,,,,,,,,,,760205092066889728
